WKT,name,description
"LINESTRING (110.0199007 -7.8916328, 110.0206303 -7.8915903, 110.020759 -7.8908251, 110.0250506 -7.8904851, 110.0288271 -7.8921004, 110.0294708 -7.8929081, 110.0294708 -7.8947359, 110.0301575 -7.8967338, 110.0313162 -7.8964363, 110.0317454 -7.8957986, 110.0323891 -7.8922704, 110.0327324 -7.8879345, 110.0343632 -7.8855965, 110.0360369 -7.8843212, 110.0411867 -7.8852989, 110.04256 -7.8847888, 110.0423884 -7.8836836, 110.0419592 -7.8835985, 110.042045 -7.8804953, 110.0426459 -7.8794326, 110.043075 -7.8744163, 110.0442766 -7.8747989, 110.0448775 -7.8731835, 110.0444054 -7.872971, 110.044105 -7.871143, 110.0448775 -7.8707179, 110.045092 -7.8696976, 110.0446629 -7.8688474, 110.0437617 -7.8690599, 110.0428175 -7.8675295, 110.0432038 -7.8669769, 110.0426888 -7.8665518, 110.0428175 -7.8661267, 110.0424313 -7.8659991, 110.0428175 -7.8654465, 110.0423884 -7.8634909, 110.0433754 -7.8615779, 110.0446629 -7.8615779, 110.0449633 -7.8603451, 110.04359 -7.8597499, 110.045607 -7.8577518, 110.0472378 -7.8552011, 110.0473236 -7.8545634, 110.0495123 -7.8531604, 110.0509285 -7.8511623, 110.0510573 -7.849972, 110.0506281 -7.8492067, 110.0507139 -7.8481439, 110.050156 -7.8466559, 110.0504564 -7.8456356, 110.0514864 -7.8445302, 110.0561213 -7.8419369, 110.0572371 -7.8420644, 110.0594687 -7.8412567, 110.0585245 -7.8356873, 110.0587391 -7.8330514, 110.0593399 -7.8319035, 110.0587391 -7.8273118, 110.0589966 -7.8236555, 110.0607561 -7.8228051, 110.0610136 -7.8195739, 110.0620436 -7.8193613, 110.0623011 -7.8139192, 110.0723433 -7.8122611, 110.080583 -7.8064362, 110.0807118 -7.8041827, 110.0819563 -7.8026096, 110.0819563 -7.8016742, 110.0833725 -7.7997609, 110.0869345 -7.7979326, 110.0892948 -7.7933405, 110.0890803 -7.7919799, 110.0916981 -7.7871327, 110.0925135 -7.7856445, 110.0947451 -7.784539, 110.0969767 -7.7822855, 110.0984358 -7.7820303, 110.1007961 -7.7799469, 110.1017832 -7.7787138, 110.1051306 -7.7782886, 110.1065468 -7.7787988, 110.1090359 -7.7777358, 110.1098513 -7.7779484, 110.1128554 -7.7764177, 110.1121687 -7.774079, 110.114572 -7.7705923, 110.1137137 -7.7668079, 110.1137137 -7.7651495, 110.1254296 -7.7506919, 110.1258158 -7.7486082, 110.1301073 -7.7470348, 110.1298498 -7.7428675, 110.1304506 -7.7415493, 110.1304506 -7.7406137, 110.1321673 -7.7406137, 110.1322102 -7.7346603, 110.131266 -7.7326616, 110.1319098 -7.7250495, 110.1344847 -7.7211797, 110.1345705 -7.7196062, 110.1325964 -7.7164592, 110.1329397 -7.7108031, 110.1339697 -7.7092296, 110.1340555 -7.7072308, 110.1345705 -7.7058274, 110.1340985 -7.704424, 110.1319956 -7.7032757, 110.1309656 -7.7017022, 110.1351284 -7.6953229, 110.1376604 -7.6941746, 110.1380038 -7.6930689, 110.1364588 -7.6899217, 110.1359438 -7.6876677, 110.1304506 -7.683202, 110.1297211 -7.6834997, 110.1274037 -7.6827767, 110.1262449 -7.6806077, 110.1267599 -7.6784386, 110.1268028 -7.6775455, 110.1258587 -7.677503, 110.1232838 -7.6764397, 110.1210093 -7.6738878, 110.1203226 -7.6722291, 110.1178765 -7.6695922, 110.1181769 -7.6678909, 110.1204514 -7.6682737, 110.1220822 -7.6673805, 110.1224255 -7.6647436, 110.1280045 -7.6602352, 110.1279616 -7.6592994, 110.1304506 -7.6575556, 110.1308798 -7.6544507, 110.1364588 -7.6541105, 110.1374459 -7.650963, 110.1383471 -7.6507503, 110.1405358 -7.6483259, 110.1417374 -7.6449658, 110.1433682 -7.6450934, 110.1444411 -7.6487513, 110.1445269 -7.6495594, 110.1463722 -7.6498997, 110.1479601 -7.6483685, 110.1495909 -7.646497, 110.1524233 -7.6463269, 110.1564144 -7.646497, 110.1596331 -7.6457739, 110.1612639 -7.6470074, 110.1613926 -7.6481133, 110.1625084 -7.6478581, 110.1817345 -7.6474327, 110.186026 -7.645944, 110.1873993 -7.6466671, 110.1896309 -7.6456463, 110.1930641 -7.6450508, 110.2009606 -7.6505802, 110.2055954 -7.6515159, 110.2122044 -7.6481983, 110.2135777 -7.6463694, 110.2131485 -7.6478581, 110.2168822 -7.6483685, 110.2183842 -7.649049, 110.2196717 -7.6489639, 110.2221178 -7.6500698, 110.2309155 -7.6508354, 110.23319 -7.6505802, 110.2349495 -7.6517711, 110.2370953 -7.6525793, 110.2380394 -7.6532173, 110.2405285 -7.6542806, 110.2450775 -7.6508779, 110.247395 -7.6465395, 110.2498411 -7.6460291, 110.2512573 -7.6437323, 110.2506136 -7.6431793, 110.2528881 -7.6421585, 110.2638745 -7.6458164, 110.2660202 -7.6494318, 110.2637457 -7.6526218, 110.2645182 -7.6555991, 110.2634882 -7.6568326, 110.2629732 -7.6637228, 110.2653765 -7.6675081, 110.2658056 -7.6723992, 110.2658056 -7.6747385, 110.2634882 -7.677503, 110.2630591 -7.6804376, 110.264604 -7.681756, 110.2616858 -7.6840101, 110.2608275 -7.6866469, 110.2660202 -7.6912827, 110.2661061 -7.6941746, 110.2688956 -7.6974068, 110.268166 -7.6989379, 110.2710842 -7.7036585, 110.2705263 -7.7056573, 110.2721571 -7.706763, 110.2740025 -7.7043389, 110.2736162 -7.7011493, 110.277264 -7.6977896, 110.278809 -7.69477, 110.28589 -7.6842653, 110.2866196 -7.68031, 110.2957176 -7.6678909, 110.3000092 -7.6643182, 110.3032278 -7.6558118, 110.3092789 -7.6525793, 110.3148579 -7.6498571, 110.3173899 -7.6473902, 110.3235268 -7.6445404, 110.3332686 -7.6361186, 110.34065 -7.6283772, 110.3489756 -7.6247617, 110.3567862 -7.6211887, 110.3591036 -7.6188917, 110.3661846 -7.614553, 110.3768276 -7.60545, 110.379703 -7.6011962, 110.3910755 -7.5950281, 110.3899597 -7.5925608, 110.398972 -7.5850313, 110.412147 -7.5666112, 110.4209875 -7.5572519, 110.4248499 -7.5566138, 110.4292702 -7.5515512, 110.446093 -7.5420639, 110.4502129 -7.5488709, 110.4572939 -7.5598045, 110.4574656 -7.5658029, 110.4597401 -7.569972, 110.4603838 -7.5799265, 110.4612421 -7.5885196, 110.4607271 -7.590051, 110.4633021 -7.6050671, 110.4686236 -7.6175305, 110.4685377 -7.6376924, 110.4763483 -7.6726544, 110.4830002 -7.7025953, 110.4920983 -7.7426974, 110.4918408 -7.7667654, 110.5066466 -7.7688489, 110.5108093 -7.7716553, 110.511496 -7.778076, 110.5188774 -7.7824981, 110.5234265 -7.7833485, 110.5238556 -7.7860697, 110.5295634 -7.7907894, 110.5303787 -7.7941484, 110.5295634 -7.7946586, 110.5300783 -7.7958492, 110.5311083 -7.7961043, 110.5304217 -7.7979326, 110.5319666 -7.7981877, 110.5335116 -7.7967846, 110.5335116 -7.7960192, 110.5348419 -7.7967846, 110.5347561 -7.7951689, 110.5356573 -7.7940634, 110.5374169 -7.7944886, 110.5366015 -7.7980601, 110.5396914 -7.7979751, 110.5396055 -7.7959767, 110.5410647 -7.794276, 110.5438112 -7.7942334, 110.5438112 -7.793128, 110.5478024 -7.7915547, 110.5488753 -7.7912571, 110.5507635 -7.7926602, 110.5519652 -7.7952114, 110.5556988 -7.7949563, 110.5552696 -7.7930854, 110.5534672 -7.7925752, 110.5535101 -7.791087, 110.5543684 -7.7907469, 110.5533814 -7.7871327, 110.5555271 -7.7867501, 110.5556988 -7.7841563, 110.5621361 -7.7822004, 110.564196 -7.7826256, 110.56926 -7.7857721, 110.5779289 -7.7895989, 110.5817913 -7.7893012, 110.5823921 -7.7912571, 110.58295 -7.7895563, 110.5848383 -7.7908744, 110.5838083 -7.7961893, 110.5838513 -7.8029072, 110.5858254 -7.8029072, 110.5874562 -7.8040977, 110.5880141 -7.8058835, 110.5864262 -7.8073291, 110.5850958 -7.8083495, 110.5859112 -7.8086896, 110.587027 -7.8077117, 110.6617005 -7.7866064, 110.781428 -7.8155082, 110.7630197 -7.9945138, 110.7886155 -8.1357833, 110.8261408 -8.1601949, 110.8416984 -8.2117919, 110.6938122 -8.187645, 110.425144 -8.0818302, 110.0199007 -7.8916328)",DIY YOGYAKARTA,
